Ano;Mês;Data;Distrito;Concelho;Freguesia;Nível de Tensão;Energia Ativa (kWh);CodDistrito;CodDistritoConcelho;CodDistritoConcelhoFreguesia
2024;02;2024-02;BRAGA;Fafe;QUINCHAES;Muito Alta, Alta e Média Tensões;13565.29;03;0307;030722
2024;02;2024-02;LEIRIA;Alvaiázere;ALVAIAZERE;Muito Alta, Alta e Média Tensões;10529.323;10;1002;100208
2024;02;2024-02;SANTAREM;Santarém;UF CIDADE DE SANTAREM;Muito Alta, Alta e Média Tensões;713436.343;14;1416;141633
2024;01;2024-01;BRAGANCA;Vinhais;VINHAIS;Baixa Tensão;699692.173;04;0412;041235
2024;01;2024-01;FARO;Vila Real de Santo António;VILA REAL DE SANTO ANTONIO;Baixa Tensão;2606099.055;08;0816;081602
2024;01;2024-01;LISBOA;Torres Vedras;UF CAMPELOS OUTEIRO CABECA;Muito Alta, Alta e Média Tensões;1208435.234;11;1113;111322
2024;01;2024-01;EVORA;Mora;MORA;Muito Alta, Alta e Média Tensões;95019.925;07;0707;070703
2024;01;2024-01;PORTO;Felgueiras;JUGUEIROS;Baixa Tensão;169210.634;13;1303;130307
2024;01;2024-01;SANTAREM;Tomar;UF MADALENA E BESELGA;Baixa Tensão;732443.264;14;1418;141819
2024;01;2024-01;PORTO;Felgueiras;PINHEIRO;Baixa Tensão;163965.873;13;1303;130314
2024;01;2024-01;SETUBAL;Montijo;CANHA;Muito Alta, Alta e Média Tensões;311223.234;15;1507;150701
2024;01;2024-01;VIANA DO CASTELO;Arcos de Valdevez;GAVIEIRA;Baixa Tensão;57767.944;16;1601;160113
2024;01;2024-01;VISEU;Lamego;FIGUEIRA;Baixa Tensão;47165.226;18;1805;180509
2024;02;2024-02;PORTO;Póvoa de Varzim;RATES;Muito Alta, Alta e Média Tensões;82576.419;13;1313;131311
2024;02;2024-02;AVEIRO;Estarreja;UF BEDUIDO E VEIROS;Baixa Tensão;717345.512;01;0108;010808
2024;02;2024-02;BRAGA;Barcelos;PERELHAL;Baixa Tensão;149419.449;03;0302;030260
2024;02;2024-02;PORTALEGRE;Campo Maior;NOSSA SENHORA GRACA DEGOLADOS;Muito Alta, Alta e Média Tensões;432577.872;12;1204;120402
2024;02;2024-02;SANTAREM;Rio Maior;UF AZAMBUJEIRA E MALAQUEIJO;Baixa Tensão;74109.218;14;1414;141415
2024;02;2024-02;VIANA DO CASTELO;Ponte da Barca;UF AMBOS-OS-RIOS ERMIDA GERMIL;Baixa Tensão;37708.362;16;1606;160627
2024;01;2024-01;BRAGA;Barcelos;ABORIM;Baixa Tensão;181232.663;03;0302;030202
2024;01;2024-01;EVORA;Arraiolos;IGREJINHA;Baixa Tensão;242583.042;07;0702;070202
2024;01;2024-01;PORTALEGRE;Ponte de Sor;GALVEIAS;Baixa Tensão;207744.729;12;1213;121301
2024;01;2024-01;VISEU;São João da Pesqueira;ERVEDOSA DO DOURO;Muito Alta, Alta e Média Tensões;76553.669;18;1815;181502
2024;01;2024-01;VISEU;Tarouca;MONDIM DA BEIRA;Muito Alta, Alta e Média Tensões;291943.968;18;1820;182004
2024;01;2024-01;AVEIRO;Ílhavo;ILHAVO (SAO SALVADOR);Muito Alta, Alta e Média Tensões;3224799.205;01;0110;011008
2024;01;2024-01;GUARDA;Almeida;CASTELO BOM;Baixa Tensão;41933.895;09;0902;090207
2024;02;2024-02;BEJA;Ferreira do Alentejo;ODIVELAS;Muito Alta, Alta e Média Tensões;686089.806;02;0208;020804
2024;02;2024-02;BRAGANCA;Bragança;GONDESENDE;Baixa Tensão;9734.519;04;0402;040217
2024;02;2024-02;VILA REAL;Ribeira de Pena;SANTA MARINHA;Baixa Tensão;31094.69;17;1709;170906
2024;02;2024-02;VILA REAL;Vila Real;TORGUEDA;Muito Alta, Alta e Média Tensões;19846.742;17;1714;171426
2024;02;2024-02;VISEU;Vouzela;UF CAMBRA CARVALHAL VERMILHAS;Baixa Tensão;78290.157;18;1824;182413
2024;01;2024-01;BEJA;Mértola;MERTOLA;Muito Alta, Alta e Média Tensões;46687.726;02;0209;020904
2024;01;2024-01;BRAGA;Braga;UF BRAGA JOSE S LAZARO E SOUTO;Muito Alta, Alta e Média Tensões;1339458.486;03;0303;030365
2024;01;2024-01;BRAGA;Fafe;UF ANTIME E SILVARES;Baixa Tensão;346269.081;03;0307;030739
2024;01;2024-01;COIMBRA;Coimbra;UF TAVEIRO AMEAL E ARZILA;Baixa Tensão;1187326.01;06;0603;060340
2024;01;2024-01;GUARDA;Gouveia;UF MOIMENTA DA SERRA E VINHO;Muito Alta, Alta e Média Tensões;45991.55;09;0906;090627
2024;01;2024-01;GUARDA;Trancoso;CASTANHEIRA;Baixa Tensão;22002.168;09;0913;091303
2024;01;2024-01;PORTALEGRE;Elvas;SAO VICENTE E VENTOSA;Baixa Tensão;146834.074;12;1207;120708
2024;01;2024-01;SANTAREM;Sardoal;ALCARAVELA;Baixa Tensão;130647.289;14;1417;141701
2024;01;2024-01;VIANA DO CASTELO;Ponte de Lima;SANTA COMBA;Baixa Tensão;123340.798;16;1607;160742
2024;01;2024-01;VISEU;Armamar;QUEIMADELA;Baixa Tensão;48026.422;18;1801;180110
2024;01;2024-01;VISEU;Cinfães;SAO CRISTOVAO DE NOGUEIRA;Baixa Tensão;229857.21;18;1804;180413
2024;02;2024-02;AVEIRO;Aveiro;ESGUEIRA;Baixa Tensão;1004514.302;01;0105;010505
2024;02;2024-02;AVEIRO;Oliveira de Azeméis;SAO ROQUE;Muito Alta, Alta e Média Tensões;309344.707;01;0113;011318
2024;02;2024-02;BRAGA;Póvoa de Lanhoso;LANHOSO;Baixa Tensão;50199.753;03;0309;030915
2024;02;2024-02;BRAGANCA;Bragança;CASTRO DE AVELAS;Baixa Tensão;37126.864;04;0402;040209
2024;02;2024-02;BRAGANCA;Vinhais;UF CUROPOS E VALE DE JANEIRO;Baixa Tensão;16362.324;04;0412;041236
2024;02;2024-02;EVORA;Portel;UF AMIEIRA E ALQUEVA;Muito Alta, Alta e Média Tensões;10339.74;07;0709;070909
2024;02;2024-02;PORTO;Matosinhos;UF S M INFESTA E SENHORA HORA;Baixa Tensão;3779841.888;13;1308;130814
2024;02;2024-02;PORTO;Penafiel;GUILHUFE E URRO;Baixa Tensão;341822.86;13;1311;131141
2024;02;2024-02;PORTO;Póvoa de Varzim;LAUNDOS;Baixa Tensão;203425.336;13;1313;131308
2024;01;2024-01;AVEIRO;Santa Maria da Feira;SAO JOAO DE VER;Muito Alta, Alta e Média Tensões;2414438.423;01;0109;010926
2024;01;2024-01;BRAGA;Vila Nova de Famalicão;FRADELOS;Baixa Tensão;747840.77;03;0312;031215
2024;02;2024-02;BRAGA;Celorico de Basto;VALE DE BOURO;Baixa Tensão;35119.167;03;0305;030521
2024;02;2024-02;COIMBRA;Tábua;UF COVAS VILA NOVA OLIVEIRINHA;Baixa Tensão;70902.89;06;0616;061617
2024;02;2024-02;GUARDA;Celorico da Beira;VALE DE AZARES;Muito Alta, Alta e Média Tensões;24140.871;09;0903;090318
2024;02;2024-02;LISBOA;Azambuja;VILA NOVA DA RAINHA;Muito Alta, Alta e Média Tensões;1925965.604;11;1103;110307
2024;02;2024-02;PORTO;Lousada;VILAR DO TORNO E ALENTEM;Baixa Tensão;85651.032;13;1305;130526
2024;02;2024-02;PORTO;Vila Nova de Gaia;OLIVEIRA DO DOURO;Baixa Tensão;1310579.348;13;1317;131712
2024;02;2024-02;SANTAREM;Benavente;SANTO ESTEVAO;Muito Alta, Alta e Média Tensões;16161.642;14;1405;140503
2024;01;2024-01;BRAGA;Braga;UF NOGUEIRO E TENOES;Muito Alta, Alta e Média Tensões;548325.385;03;0303;030378
2024;01;2024-01;BRAGA;Celorico de Basto;RIBAS;Baixa Tensão;140684.355;03;0305;030518
2024;01;2024-01;COIMBRA;Cantanhede;MURTEDE;Muito Alta, Alta e Média Tensões;1855587.64;06;0602;060208
2024;01;2024-01;GUARDA;Celorico da Beira;FORNO TELHEIRO;Muito Alta, Alta e Média Tensões;39166.386;09;0903;090306
2024;01;2024-01;LISBOA;Oeiras;UF CARNAXIDE E QUEIJAS;Baixa Tensão;7623613.906;11;1110;111013
2024;01;2024-01;VIANA DO CASTELO;Paredes de Coura;VASCOES;Baixa Tensão;37161.75;16;1605;160521
2024;02;2024-02;BRAGANCA;Bragança;MOS;Muito Alta, Alta e Média Tensões;134334.613;04;0402;040224
2024;02;2024-02;EVORA;Alandroal;CAPELINS (SANTO ANTONIO);Baixa Tensão;30036.345;07;0701;070104
2024;02;2024-02;LISBOA;Sobral de Monte Agraço;SOBRAL DE MONTE AGRACO;Muito Alta, Alta e Média Tensões;124269.173;11;1112;111203
2024;02;2024-02;VIANA DO CASTELO;Paredes de Coura;CASTANHEIRA;Baixa Tensão;36651.574;16;1605;160503
2024;01;2024-01;BRAGA;Barcelos;CARAPECOS;Muito Alta, Alta e Média Tensões;64994.999;03;0302;030218
2024;01;2024-01;VILA REAL;Chaves;BUSTELO;Baixa Tensão;72672.599;17;1703;170305
2024;02;2024-02;GUARDA;Sabugal;UF RUVINA RUIVOS VALE EGUAS;Baixa Tensão;11759.324;09;0911;091144
2024;02;2024-02;LEIRIA;Nazaré;FAMALICAO;Muito Alta, Alta e Média Tensões;113196.485;10;1011;101101
2024;01;2024-01;BRAGANCA;Macedo de Cavaleiros;UF BORNES E BURGA;Baixa Tensão;79280.5;04;0405;040540
2024;01;2024-01;FARO;Aljezur;ROGIL;Baixa Tensão;299164.28;08;0803;080304
2024;01;2024-01;LISBOA;Alenquer;UF CARREGADO E CADAFAIS;Baixa Tensão;2677533.017;11;1101;110120
2024;01;2024-01;PORTALEGRE;Elvas;UF TERRUGEM E VILA BOIM;Baixa Tensão;453234.876;12;1207;120715
2024;01;2024-01;SETUBAL;Seixal;CORROIOS;Muito Alta, Alta e Média Tensões;1664736.812;15;1510;151005
2024;02;2024-02;BRAGA;Vieira do Minho;UF CANICADA E SOENGAS;Baixa Tensão;50099.802;03;0311;031124
2024;02;2024-02;BRAGANCA;Mirandela;COBRO;Baixa Tensão;11097.855;04;0407;040713
2024;02;2024-02;GUARDA;Fornos de Algodres;FORNOS DE ALGODRES;Baixa Tensão;145887.51;09;0905;090505
2024;02;2024-02;PORTO;Gondomar;UF FANZERES SAO PEDRO COVA;Muito Alta, Alta e Média Tensões;377915.231;13;1304;130413
2024;02;2024-02;VISEU;Viseu;VISEU;Muito Alta, Alta e Média Tensões;1588209.522;18;1823;182341
2024;01;2024-01;BRAGA;Fafe;VINHOS;Baixa Tensão;88778.069;03;0307;030736
2024;01;2024-01;GUARDA;Gouveia;UF ALDEIAS MANGUALDE SERRA;Baixa Tensão;81984.357;09;0906;090623
2024;01;2024-01;PORTO;Maia;PEDROUCOS;Muito Alta, Alta e Média Tensões;158892.126;13;1306;130617
2024;01;2024-01;PORTO;Santo Tirso;UF SANTO TIRSO COUTO E BURGAES;Muito Alta, Alta e Média Tensões;8972332.013;13;1314;131437
2024;01;2024-01;SETUBAL;Santiago do Cacém;ABELA;Baixa Tensão;233276.261;15;1509;150901
2024;01;2024-01;SETUBAL;Setúbal;UF AZEITAO;Baixa Tensão;5305907.268;15;1512;151209
2024;01;2024-01;VISEU;Vouzela;VENTOSA;Muito Alta, Alta e Média Tensões;39407.999;18;1824;182411
2024;02;2024-02;BRAGA;Vila Nova de Famalicão;UF ESMERIZ E CABECUDOS;Baixa Tensão;263759.52;03;0312;031254
2024;02;2024-02;GUARDA;Figueira de Castelo Rodrigo;UF CINCO VILAS E REIGADA;Baixa Tensão;23134.156;09;0904;090420
2024;01;2024-01;AVEIRO;Albergaria-a-Velha;SAO JOAO DE LOURE E FROSSOS;Baixa Tensão;468093.852;01;0102;010210
2024;01;2024-01;BEJA;Odemira;SAO MARTINHO DAS AMOREIRAS;Baixa Tensão;189733.679;02;0211;021107
2024;01;2024-01;BRAGA;Vila Nova de Famalicão;VERMOIM;Muito Alta, Alta e Média Tensões;13678.065;03;0312;031247
2024;01;2024-01;PORTO;Vila do Conde;GUILHABREU;Baixa Tensão;465328.608;13;1316;131611
2024;01;2024-01;SETUBAL;Alcochete;SAO FRANCISCO;Baixa Tensão;532977.369;15;1502;150203
2024;01;2024-01;VIANA DO CASTELO;Caminha;ANCORA;Baixa Tensão;306099.476;16;1602;160201
2024;01;2024-01;VISEU;Armamar;SAO MARTINHO DAS CHAS;Baixa Tensão;173161.415;18;1801;180115
2024;01;2024-01;VISEU;Mangualde;ESPINHO;Baixa Tensão;181560.262;18;1806;180606
2024;01;2024-01;VISEU;Tarouca;UF TAROUCA E DALVARES;Muito Alta, Alta e Média Tensões;154837.624;18;1820;182013
2024;02;2024-02;BRAGANCA;Torre de Moncorvo;UF ADEGANHA E CARDANHA;Muito Alta, Alta e Média Tensões;25701.697;04;0409;040918
2024;02;2024-02;FARO;Silves;UF ALCANTARILHA E PERA;Muito Alta, Alta e Média Tensões;96835.951;08;0813;081309
2024;02;2024-02;LEIRIA;Óbidos;USSEIRA;Muito Alta, Alta e Média Tensões;142878.871;10;1012;101209
2024;02;2024-02;LISBOA;Oeiras;UF OEIRAS BARRA P ARCOS CAXIAS;Muito Alta, Alta e Média Tensões;1332559.706;11;1110;111014
2024;02;2024-02;LISBOA;Vila Franca de Xira;UF POVOA SANTA IRIA FORTE CASA;Muito Alta, Alta e Média Tensões;449587.168;11;1114;111415
2024;02;2024-02;PORTALEGRE;Crato;UF CRATO MARTIRES ROSA V PESO;Baixa Tensão;190347.156;12;1206;120607
2024;02;2024-02;VISEU;Vila Nova de Paiva;QUEIRIGA;Baixa Tensão;32852.854;18;1822;182204
2024;01;2024-01;BEJA;Beja;CABECA GORDA;Baixa Tensão;209829.588;02;0205;020504
2024;01;2024-01;PORTO;Amarante;UF ABOADELA SANCHE E VARZEA;Muito Alta, Alta e Média Tensões;60506.741;13;1301;130141
2024;01;2024-01;AVEIRO;Santa Maria da Feira;UF CALDAS SAO JORGE PIGEIROS;Muito Alta, Alta e Média Tensões;479591.441;01;0109;010932
2024;01;2024-01;BRAGA;Terras de Bouro;SOUTO;Baixa Tensão;80128.819;03;0310;031014
2024;01;2024-01;BRAGANCA;Freixo de Espada À Cinta;POIARES;Baixa Tensão;70185.749;04;0404;040406
2024;01;2024-01;COIMBRA;Soure;VILA NOVA DE ANCOS;Muito Alta, Alta e Média Tensões;46815.031;06;0615;061511
2024;01;2024-01;GUARDA;Mêda;UF V FLOR CARVALHAL P PENELA;Baixa Tensão;46685.623;09;0909;090919
2024;01;2024-01;LEIRIA;Caldas da Rainha;VIDAIS;Baixa Tensão;305739.233;10;1006;100615
2024;01;2024-01;LEIRIA;Leiria;BAJOUCA;Baixa Tensão;376301.122;10;1009;100925
2024;01;2024-01;PORTO;Gondomar;LOMBA;Baixa Tensão;222258.05;13;1304;130405
2024;01;2024-01;VISEU;Nelas;VILAR SECO;Muito Alta, Alta e Média Tensões;196303.483;18;1809;180906
2024;01;2024-01;VISEU;São João da Pesqueira;VALE DE FIGUEIRA;Baixa Tensão;53515.875;18;1815;181511
2024;02;2024-02;LEIRIA;Leiria;UF PARCEIROS E AZOIA;Baixa Tensão;806079.515;10;1009;100937
2024;02;2024-02;SANTAREM;Alcanena;UF MALHOU LOURICEIRA ESPINHEIR;Baixa Tensão;124728.985;14;1402;140212
2024;02;2024-02;VIANA DO CASTELO;Arcos de Valdevez;PADROSO;Baixa Tensão;7264.962;16;1601;160125
2024;02;2024-02;VILA REAL;Mesão Frio;CIDADELHE;Baixa Tensão;4456.44;17;1704;170402
2024;02;2024-02;VILA REAL;Ribeira de Pena;CANEDO;Baixa Tensão;12513.558;17;1709;170902
2024;01;2024-01;BRAGA;Barcelos;GILMONDE;Baixa Tensão;374890.398;03;0302;030237
2024;01;2024-01;GUARDA;Pinhel;LAMEGAL;Baixa Tensão;31463.211;09;0910;091012
2024;01;2024-01;LISBOA;Odivelas;ODIVELAS;Baixa Tensão;10016775.401;11;1116;111603
2024;01;2024-01;VISEU;São Pedro do Sul;UF CARVALHAIS E CANDAL;Baixa Tensão;232749.782;18;1816;181620
2024;02;2024-02;BRAGANCA;Bragança;QUINTANILHA;Baixa Tensão;20154.784;04;0402;040232
2024;02;2024-02;LISBOA;Arruda dos Vinhos;ARRUDA DOS VINHOS;Baixa Tensão;758814.12;11;1102;110202
2024;02;2024-02;VIANA DO CASTELO;Valença;UF GANDRA E TAIAO;Muito Alta, Alta e Média Tensões;221076.162;16;1608;160817
2024;01;2024-01;AVEIRO;Águeda;UF TRAVASSO E OIS DA RIBEIRA;Muito Alta, Alta e Média Tensões;1552934.131;01;0101;010125
2024;01;2024-01;BEJA;Odemira;BOAVISTA DOS PINHEIROS;Muito Alta, Alta e Média Tensões;385708.775;02;0211;021116
2024;01;2024-01;BRAGA;Fafe;UF ANTIME E SILVARES;Muito Alta, Alta e Média Tensões;43631.356;03;0307;030739
2024;01;2024-01;BRAGANCA;Miranda do douro;POVOA;Baixa Tensão;28937.769;04;0406;040612
2024;01;2024-01;LISBOA;Loures;UF SANTO ANTAO S JULIAO TOJAL;Muito Alta, Alta e Média Tensões;5131006.404;11;1107;110729
2024;01;2024-01;SANTAREM;Tomar;UF MADALENA E BESELGA;Muito Alta, Alta e Média Tensões;1136828.163;14;1418;141819
2024;01;2024-01;SETUBAL;Palmela;QUINTA DO ANJO;Baixa Tensão;3694213.748;15;1508;150804
2024;01;2024-01;VILA REAL;Montalegre;PITOES DAS JUNIAS;Baixa Tensão;43519.369;17;1706;170623
2024;01;2024-01;VISEU;Sernancelhe;UF PENSO E FREIXINHO;Baixa Tensão;61015.056;18;1818;181820
2024;02;2024-02;COIMBRA;Oliveira do Hospital;LAGARES;Baixa Tensão;85170.618;06;0611;061106
2024;02;2024-02;EVORA;Reguengos de Monsaraz;MONSARAZ;Baixa Tensão;99562.821;07;0711;071103
2024;02;2024-02;EVORA;Vila Viçosa;PARDAIS;Baixa Tensão;30584.88;07;0714;071404
2024;02;2024-02;GUARDA;Almeida;FREINEDA;Muito Alta, Alta e Média Tensões;5064.017;09;0902;090209
2024;02;2024-02;PORTO;Felgueiras;SENDIM;Muito Alta, Alta e Média Tensões;540813.543;13;1303;130324
2024;02;2024-02;PORTO;Vila do Conde;GUILHABREU;Muito Alta, Alta e Média Tensões;460111.502;13;1316;131611
2024;02;2024-02;SANTAREM;Ourém;ATOUGUIA;Muito Alta, Alta e Média Tensões;6643.032;14;1421;142102
2024;02;2024-02;VIANA DO CASTELO;Valença;FRIESTAS;Baixa Tensão;34094.661;16;1608;160806
2024;02;2024-02;VILA REAL;Sabrosa;SAO LOURENCO DE RIBAPINHAO;Baixa Tensão;20677.37;17;1710;171011
2024;01;2024-01;BEJA;Mértola;CORTE DO PINTO;Baixa Tensão;138608.526;02;0209;020902
2024;01;2024-01;BRAGA;Fafe;UF FREITAS E VILA COVA;Baixa Tensão;122260.956;03;0307;030742
2024;01;2024-01;BRAGA;Vila Nova de Famalicão;UF AVIDOS E LAGOA;Muito Alta, Alta e Média Tensões;581325.748;03;0312;031252
2024;01;2024-01;LEIRIA;Castanheira de Pêra;UF CASTANHEIRA PERA COENTRAL;Baixa Tensão;594174.33;10;1007;100703
2024;01;2024-01;PORTO;Amarante;VILA MEA;Baixa Tensão;954440.677;13;1301;130147
2024;02;2024-02;BRAGA;Vila Verde;UF SANDE VILARINHO BARROS GOMI;Baixa Tensão;51520.73;03;0313;031367
2024;02;2024-02;COIMBRA;Góis;UF CADAFAZ E COLMEAL;Baixa Tensão;23734.617;06;0606;060606
2024;02;2024-02;PORTO;Amarante;UF FIGUEIRO;Muito Alta, Alta e Média Tensões;26531.367;13;1301;130144
2024;02;2024-02;VISEU;Santa Comba Dão;SAO JOAO DE AREIAS;Baixa Tensão;97387.59;18;1814;181406
2024;01;2024-01;AVEIRO;Santa Maria da Feira;UF FEIRA TRAVAN SANFIN ESPARGO;Baixa Tensão;4636297.065;01;0109;010935
2024;01;2024-01;BRAGA;Vila Nova de Famalicão;UF ESMERIZ E CABECUDOS;Baixa Tensão;808931.48;03;0312;031254
2024;01;2024-01;COIMBRA;Cantanhede;SANGUINHEIRA;Baixa Tensão;294493.779;06;0602;060218
2024;01;2024-01;COIMBRA;Coimbra;UF S MARTINHO ARVORE LAMAROSA;Baixa Tensão;438086.006;06;0603;060337
2024;01;2024-01;GUARDA;Almeida;UF AMOREIRA PARADA E CABREIRA;Baixa Tensão;51237.563;09;0902;090230
2024;01;2024-01;LEIRIA;Alcobaça;UF COZ ALPEDRIZ E MONTES;Muito Alta, Alta e Média Tensões;3679472.399;10;1001;100122
2024;01;2024-01;LEIRIA;Figueiró dos Vinhos;UF FIGUEIRO VINHOS BAIRRADAS;Baixa Tensão;840968.474;10;1008;100806
2024;01;2024-01;LISBOA;Lisboa;SANTO ANTONIO;Muito Alta, Alta e Média Tensões;6343781.738;11;1106;110666
2024;01;2024-01;VIANA DO CASTELO;Arcos de Valdevez;PACO;Muito Alta, Alta e Média Tensões;368429.341;16;1601;160124
2024;01;2024-01;VIANA DO CASTELO;Monção;BELA;Baixa Tensão;119939.986;16;1604;160406
2024;01;2024-01;VIANA DO CASTELO;Ponte de Lima;RIBEIRA;Muito Alta, Alta e Média Tensões;89733.533;16;1607;160739
2024;01;2024-01;VILA REAL;Chaves;LAMA DE ARCOS;Baixa Tensão;49013.83;17;1703;170314
2024;02;2024-02;AVEIRO;Anadia;UF ARCOS E MOGOFORES;Baixa Tensão;517001.019;01;0103;010317
2024;02;2024-02;COIMBRA;Vila Nova de Poiares;SAO MIGUEL DE POIARES;Baixa Tensão;84065.401;06;0617;061704
2024;02;2024-02;FARO;Faro;MONTENEGRO;Baixa Tensão;739234.404;08;0805;080506
2024;02;2024-02;PORTALEGRE;Elvas;SAO VICENTE E VENTOSA;Muito Alta, Alta e Média Tensões;78975.158;12;1207;120708
2024;02;2024-02;PORTO;Felgueiras;UF PEDREIRA RANDE E SERNANDE;Muito Alta, Alta e Média Tensões;247070.987;13;1303;130336
2024;02;2024-02;PORTO;Paços de Ferreira;RAIMONDA;Baixa Tensão;139942.089;13;1309;130914
2024;02;2024-02;VISEU;Castro daire;PINHEIRO;Baixa Tensão;38747.655;18;1803;180319
2024;01;2024-01;BRAGA;Vila Verde;COUCIEIRO;Baixa Tensão;94314.951;03;0313;031311
2024;01;2024-01;COIMBRA;Montemor-o-Velho;SANTO VARAO;Baixa Tensão;299862.556;06;0610;061009
2024;01;2024-01;GUARDA;Guarda;VALHELHAS;Baixa Tensão;88271.048;09;0907;090747
2024;01;2024-01;LEIRIA;Caldas da Rainha;SANTA CATARINA;Baixa Tensão;534651.369;10;1006;100611
2024;01;2024-01;PORTO;Paredes;GANDRA;Baixa Tensão;1785382.357;13;1310;131011
2024;01;2024-01;VISEU;Lamego;PENUDE;Baixa Tensão;178864.373;18;1805;180517
2024;01;2024-01;VISEU;Viseu;REPESES E SAO SALVADOR;Muito Alta, Alta e Média Tensões;273168.291;18;1823;182339
2024;02;2024-02;EVORA;Montemor-o-Novo;CABRELA;Muito Alta, Alta e Média Tensões;4010.937;07;0706;070601
2024;02;2024-02;LISBOA;Loures;UF MOSCAVIDE E PORTELA;Baixa Tensão;1340769.844;11;1107;110726
2024;01;2024-01;AVEIRO;Aveiro;REQUEIXO N S FATIMA E NARIZ;Muito Alta, Alta e Média Tensões;889769.434;01;0105;010516
2024;01;2024-01;BRAGANCA;Mirandela;FRECHAS;Baixa Tensão;162136.525;04;0407;040716
2024;01;2024-01;SANTAREM;Tomar;UF TOMAR E S MARIA DOS OLIVAIS;Muito Alta, Alta e Média Tensões;983920.429;14;1418;141821
2024;01;2024-01;SETUBAL;Setúbal;GAMBIA-PONTES-ALTO DA GUERRA;Muito Alta, Alta e Média Tensões;817038.761;15;1512;151207
2024;01;2024-01;VISEU;Nelas;CANAS DE SENHORIM;Baixa Tensão;672521.604;18;1809;180901
2024;01;2024-01;VISEU;São João da Pesqueira;VALONGO DOS AZEITES;Baixa Tensão;29622.848;18;1815;181512
2024;02;2024-02;BEJA;Moura;AMARELEJA;Baixa Tensão;182011.824;02;0210;021001
2024;02;2024-02;BRAGA;Fafe;ARMIL;Baixa Tensão;31945.358;03;0307;030705
2024;02;2024-02;BRAGANCA;Vinhais;UF QUIRAS E PINHEIRO NOVO;Baixa Tensão;10997.68;04;0412;041239
2024;02;2024-02;COIMBRA;Vila Nova de Poiares;POIARES (SANTO ANDRE);Baixa Tensão;307839.551;06;0617;061703
2024;02;2024-02;FARO;Castro Marim;CASTRO MARIM;Muito Alta, Alta e Média Tensões;82334.37;08;0804;080402
2024;02;2024-02;PORTO;Felgueiras;REGILDE;Muito Alta, Alta e Média Tensões;83553.548;13;1303;130318
2024;02;2024-02;VIANA DO CASTELO;Ponte de Lima;LABRUJO RENDUFE VILAR MONTE;Baixa Tensão;11945.497;16;1607;160759
2024;01;2024-01;AVEIRO;Vale de Cambra;UF VILA CHA CODAL V C PERRINHO;Baixa Tensão;1310447.086;01;0119;011910
2024;01;2024-01;BRAGANCA;Mogadouro;SAO MARTINHO DO PESO;Baixa Tensão;36570.554;04;0408;040817
2024;01;2024-01;LEIRIA;Leiria;CARANGUEJEIRA;Muito Alta, Alta e Média Tensões;385704.816;10;1009;100907
2024;02;2024-02;BRAGANCA;Vinhais;EDROSA;Baixa Tensão;11376.884;04;0412;041207
2024;02;2024-02;CASTELO BRANCO;Idanha-a-Nova;ROSMANINHAL;Muito Alta, Alta e Média Tensões;470.83;05;0505;050512
2024;02;2024-02;FARO;Loulé;LOULE (SAO CLEMENTE);Baixa Tensão;1852166.803;08;0808;080808
2024;02;2024-02;LEIRIA;Nazaré;VALADO DOS FRADES;Baixa Tensão;209363.174;10;1011;101103
2024;02;2024-02;PORTO;Marco de Canaveses;MARCO;Baixa Tensão;923710.335;13;1307;130736
2024;02;2024-02;VISEU;Moimenta da Beira;MOIMENTA DA BEIRA;Baixa Tensão;291982.489;18;1807;180710
2024;02;2024-02;VISEU;Moimenta da Beira;SEVER;Baixa Tensão;33440.129;18;1807;180719
2024;01;2024-01;BRAGA;Guimarães;GONDAR;Muito Alta, Alta e Média Tensões;1568893.285;03;0308;030821
2024;01;2024-01;BRAGA;Vila Verde;VILA VERDE E BARBUDO;Muito Alta, Alta e Média Tensões;1071902.127;03;0313;031370
2024;01;2024-01;CASTELO BRANCO;Proença-a-Nova;UF PROENCA-A-NOVA E PERAL;Baixa Tensão;1102945.265;05;0508;050807
2024;01;2024-01;GUARDA;Gouveia;UF FIGUEIRO SERRA FREIXO SERRA;Baixa Tensão;55528.037;09;0906;090624
2024;01;2024-01;LEIRIA;Leiria;MILAGRES;Baixa Tensão;649295.766;10;1009;100915
2024;01;2024-01;LEIRIA;Porto de Mós;PEDREIRAS;Baixa Tensão;596615.066;10;1016;101609
2024;01;2024-01;LEIRIA;Porto de Mós;UF ARRIMAL E MENDIGA;Baixa Tensão;299396.837;10;1016;101616
2024;01;2024-01;LISBOA;Lisboa;SAO VICENTE;Muito Alta, Alta e Média Tensões;738781.29;11;1106;110667
2024;01;2024-01;PORTALEGRE;Nisa;SANTANA;Baixa Tensão;51209.346;12;1212;121207
2024;01;2024-01;PORTO;Paços de Ferreira;PACOS DE FERREIRA;Baixa Tensão;2348191.493;13;1309;130918
2024;01;2024-01;PORTO;Vila Nova de Gaia;AVINTES;Muito Alta, Alta e Média Tensões;7471405.75;13;1317;131702
2024;01;2024-01;SANTAREM;Chamusca;ULME;Baixa Tensão;173628.166;14;1407;140704
2024;01;2024-01;VIANA DO CASTELO;Ponte de Lima;LABRUJA;Baixa Tensão;64524.098;16;1607;160729
2024;01;2024-01;VISEU;Tabuaço;ADORIGO;Muito Alta, Alta e Média Tensões;31880.449;18;1819;181901
